MON,DAY,YEAR,HR,MIN,TMZN,TMPF,SKNT,GUST,WNUM,P01I,P24I,SNOW
8,8,2013, 1,51,CDT, 70.0,5.8,,,,,
8,8,2013, 2,51,CDT, 70.0,8.1,,,,,
8,8,2013, 3,51,CDT, 70.0,6.9,,,,,
8,8,2013, 4,51,CDT, 70.0,11.5,,,,,
8,8,2013, 5,51,CDT, 69.1,9.2,,,,,
8,8,2013, 6,03,CDT, 69.8,13.8,18.4,,,,
8,8,2013, 6,51,CDT, 69.1,11.5,,,,0.01,
8,8,2013, 7,14,CDT, 69.8,11.5,,,,,
8,8,2013, 7,51,CDT, 71.1,13.8,,,,,
8,8,2013, 8,51,CDT, 71.1,16.1,,,,,
8,8,2013, 9,51,CDT, 73.0,18.4,,,,,
8,8,2013, 10,51,CDT, 73.9,15.0,,,,,
8,8,2013, 11,51,CDT, 75.0,12.7,,,,,
8,8,2013, 12,51,CDT, 75.9,12.7,,,,,
8,8,2013, 13,51,CDT, 75.9,12.7,,,,,
8,8,2013, 14,51,CDT, 79.0,12.7,19.6,,,,
8,8,2013, 15,51,CDT, 78.1,12.7,,,,,
8,8,2013, 16,51,CDT, 75.9,12.7,,,,,
8,8,2013, 17,51,CDT, 77.0,11.5,,,,,
8,8,2013, 18,51,CDT, 73.0,10.4,,,,,
8,8,2013, 19,51,CDT, 72.0,10.4,,,,,
8,8,2013, 20,51,CDT, 71.1,9.2,,,,,
8,8,2013, 21,51,CDT, 70.0,6.9,,,,,
8,8,2013, 22,51,CDT, 70.0,10.4,,,,,
8,8,2013, 23,51,CDT, 69.1,4.6,,,,,
8,9,2013, 0,51,CDT, 69.1,4.6,,,,,
8,9,2013, 1,51,CDT, 69.1,0.0,,,,,
8,9,2013, 2,51,CDT, 64.9,3.5,,,,,
8,9,2013, 3,51,CDT, 64.9,0.0,,,,,
8,9,2013, 4,51,CDT, 64.0,0.0,,,,,
8,9,2013, 5,51,CDT, 63.0,3.5,,,,,
8,9,2013, 6,51,CDT, 64.9,3.5,,,,,
8,9,2013, 7,51,CDT, 70.0,0.0,,,,,
8,9,2013, 8,51,CDT, 73.9,0.0,,,,,
8,9,2013, 9,51,CDT, 75.9,4.6,,,,,
8,9,2013, 10,51,CDT, 79.0,8.1,,,,,
8,9,2013, 11,51,CDT, 81.0,6.9,,,,,
8,9,2013, 12,51,CDT, 82.0,10.4,17.3,,,,
8,9,2013, 13,51,CDT, 82.9,9.2,,,,,
8,9,2013, 14,51,CDT, 82.0,8.1,,,,,
8,9,2013, 15,51,CDT, 82.0,9.2,,,,,
8,9,2013, 16,51,CDT, 82.0,10.4,16.1,,,,
8,9,2013, 17,51,CDT, 82.0,10.4,,,,,
8,9,2013, 18,51,CDT, 80.1,10.4,,,,,
8,9,2013, 19,51,CDT, 78.1,9.2,,,,,
8,9,2013, 20,51,CDT, 77.0,6.9,,,,,
8,9,2013, 21,51,CDT, 75.0,5.8,,,,,
8,9,2013, 22,51,CDT, 75.9,5.8,,,,,
8,9,2013, 23,51,CDT, 75.0,4.6,,,,,
8,10,2013, 0,51,CDT, 73.9,4.6,,,,,
8,10,2013, 1,51,CDT, 72.0,5.8,,,,,
8,10,2013, 2,51,CDT, 72.0,6.9,,,,,
8,10,2013, 3,51,CDT, 71.1,3.5,,,,,
8,10,2013, 4,51,CDT, 70.0,5.8,,,,,
8,10,2013, 5,51,CDT, 68.0,4.6,,,,,
8,10,2013, 6,51,CDT, 70.0,4.6,,,,,
8,10,2013, 7,51,CDT, 73.9,4.6,,,,,
8,10,2013, 8,51,CDT, 75.0,8.1,,,,,
8,10,2013, 9,51,CDT, 77.0,10.4,,,,,
8,10,2013, 10,51,CDT, 78.1,8.1,,,,,
8,10,2013, 11,51,CDT, 79.0,8.1,,,,,
8,10,2013, 12,51,CDT, 79.0,11.5,17.3,,,,
8,10,2013, 13,51,CDT, 80.1,11.5,18.4,,,,
8,10,2013, 14,51,CDT, 79.0,10.4,,,,,
8,10,2013, 15,51,CDT, 79.0,10.4,,,,,
8,10,2013, 16,51,CDT, 77.0,10.4,17.3,,,,
8,10,2013, 17,51,CDT, 75.9,10.4,,,,,
8,10,2013, 18,51,CDT, 75.0,10.4,,,,,
8,10,2013, 19,51,CDT, 73.9,9.2,,,,,
8,10,2013, 20,51,CDT, 73.9,8.1,,,,,
8,10,2013, 21,51,CDT, 73.0,5.8,,,,,
8,10,2013, 22,51,CDT, 72.0,4.6,,,,,
8,10,2013, 23,51,CDT, 71.1,4.6,,,,,
8,11,2013, 0,51,CDT, 70.0,0.0,,,,,
8,11,2013, 1,51,CDT, 69.1,0.0,,,,,
8,11,2013, 2,51,CDT, 66.9,0.0,,,,,
8,11,2013, 3,51,CDT, 66.0,0.0,,,,,
8,11,2013, 4,51,CDT, 64.9,3.5,,,,,
8,11,2013, 5,51,CDT, 64.0,0.0,,,,,
8,11,2013, 6,51,CDT, 64.9,4.6,,,,,
8,11,2013, 7,51,CDT, 70.0,0.0,,,,,
8,11,2013, 8,51,CDT, 73.0,0.0,,,,,
8,11,2013, 9,51,CDT, 75.9,5.8,,,,,
8,11,2013, 10,51,CDT, 78.1,5.8,,,,,
8,11,2013, 11,51,CDT, 78.1,5.8,,,,,
8,11,2013, 12,51,CDT, 79.0,5.8,,,,,
8,11,2013, 13,51,CDT, 80.1,4.6,,,,,
8,11,2013, 14,51,CDT, 82.0,5.8,,,,,
8,11,2013, 15,51,CDT, 82.9,9.2,,,,,
8,11,2013, 16,51,CDT, 81.0,10.4,,,,,
8,11,2013, 17,51,CDT, 80.1,12.7,,,,,
8,11,2013, 18,51,CDT, 79.0,9.2,,,,,
8,11,2013, 19,51,CDT, 77.0,8.1,,,0.00,,
8,11,2013, 20,51,CDT, 78.1,8.1,,,,,
8,11,2013, 21,51,CDT, 77.0,8.1,,,,,
8,11,2013, 22,51,CDT, 75.0,6.9,,,,,
8,11,2013, 23,51,CDT, 73.9,6.9,,,,,
8,12,2013, 0,51,CDT, 73.9,9.2,,,,,
8,12,2013, 1,51,CDT, 73.0,9.2,,,,,
8,12,2013, 2,51,CDT, 72.0,6.9,,,,,
8,12,2013, 3,51,CDT, 71.1,8.1,,,,,
8,12,2013, 4,51,CDT, 71.1,6.9,,,,,
8,12,2013, 5,51,CDT, 71.1,8.1,,,,,
8,12,2013, 6,51,CDT, 71.1,8.1,,,,,
8,12,2013, 7,51,CDT, 73.0,6.9,,,,,
8,12,2013, 8,51,CDT, 77.0,10.4,,,,,
8,12,2013, 9,51,CDT, 78.1,12.7,,,,,
8,12,2013, 10,51,CDT, 81.0,10.4,,,,,
8,12,2013, 11,51,CDT, 82.0,12.7,,,,,
8,12,2013, 12,51,CDT, 84.0,10.4,19.6,,,,
8,12,2013, 13,51,CDT, 84.0,10.4,17.3,,,,
8,12,2013, 14,51,CDT, 75.0,6.9,38.0,14,0.30,,
8,12,2013, 14,55,CDT, 71.6,3.5,38.0,14,0.12,,
8,12,2013, 15,02,CDT, 73.4,12.7,23.0,2494,0.33,,
8,12,2013, 15,06,CDT, 73.4,5.8,23.0,14,0.35,,
8,12,2013, 15,51,CDT, 77.0,4.6,,13,0.35,,
8,12,2013, 16,51,CDT, 79.0,9.2,,,0.00,,
8,12,2013, 17,37,CDT, 75.2,10.4,23.0,,,,
8,12,2013, 17,51,CDT, 75.9,8.1,,,,,
8,12,2013, 18,51,CDT, 75.9,6.9,,,,,
8,12,2013, 19,51,CDT, 73.0,0.0,,13,0.01,,
8,12,2013, 20,51,CDT, 72.0,6.9,,,0.00,,
8,12,2013, 21,51,CDT, 72.0,3.5,,,,,
8,12,2013, 22,51,CDT, 71.1,4.6,,,,,
8,12,2013, 23,51,CDT, 70.0,5.8,,31,,,
8,13,2013, 0,51,CDT, 69.1,6.9,,31,,,
8,13,2013, 1,51,CDT, 69.1,11.5,,,,,
8,13,2013, 2,14,CDT, 68.0,11.5,,,,,
8,13,2013, 2,51,CDT, 68.0,12.7,,,,,
8,13,2013, 3,46,CDT, 66.2,15.0,,,,,
8,13,2013, 3,51,CDT, 66.0,12.7,,,,,
8,13,2013, 4,51,CDT, 64.9,10.4,19.6,,,,
8,13,2013, 5,51,CDT, 64.0,15.0,,,,,
8,13,2013, 6,21,CDT, 64.4,13.8,,,,,
8,13,2013, 6,51,CDT, 64.0,16.1,23.0,,,0.66,
8,13,2013, 7,51,CDT, 64.0,13.8,24.2,,,,
8,13,2013, 7,57,CDT, 64.4,12.7,,,,,
8,13,2013, 8,51,CDT, 66.0,15.0,,,,,
8,13,2013, 9,51,CDT, 66.0,15.0,,,,,
8,13,2013, 10,51,CDT, 69.1,18.4,,,,,
8,13,2013, 11,51,CDT, 69.1,18.4,26.5,,,,
8,13,2013, 12,51,CDT, 69.1,13.8,23.0,,,,
8,13,2013, 13,51,CDT, 70.0,11.5,21.9,,,,
8,13,2013, 14,51,CDT, 70.0,17.3,,,,,
8,13,2013, 15,51,CDT, 70.0,15.0,27.6,,,,
8,13,2013, 16,51,CDT, 69.1,15.0,18.4,,,,
8,13,2013, 17,51,CDT, 69.1,8.1,,,,,
8,13,2013, 18,51,CDT, 66.9,6.9,,,,,
8,13,2013, 19,51,CDT, 64.9,8.1,,,,,
8,13,2013, 20,51,CDT, 64.9,8.1,,,,,
8,13,2013, 21,51,CDT, 64.0,6.9,,,,,
8,13,2013, 22,51,CDT, 63.0,5.8,,,,,
8,13,2013, 23,51,CDT, 63.0,5.8,,,,,
8,14,2013, 0,51,CDT, 62.1,4.6,,,,,
8,14,2013, 1,51,CDT, 62.1,4.6,,,,,
8,14,2013, 2,51,CDT, 59.0,4.6,,,,,
8,14,2013, 3,51,CDT, 61.0,6.9,,,,,
8,14,2013, 4,51,CDT, 60.1,3.5,,,,,
8,14,2013, 5,51,CDT, 59.0,5.8,,,,,
8,14,2013, 6,51,CDT, 60.1,8.1,,,,,
8,14,2013, 7,51,CDT, 63.0,8.1,,,,,
8,14,2013, 8,51,CDT, 66.0,9.2,,,,,
8,14,2013, 9,51,CDT, 68.0,6.9,,,,,
8,14,2013, 10,51,CDT, 68.0,12.7,17.3,,,,
8,14,2013, 11,51,CDT, 70.0,13.8,17.3,,,,
8,14,2013, 12,51,CDT, 70.0,8.1,,,,,
8,14,2013, 13,51,CDT, 70.0,3.5,,,,,
8,14,2013, 14,51,CDT, 70.0,9.2,,,,,
8,14,2013, 15,51,CDT, 69.1,10.4,,,,,
8,14,2013, 16,51,CDT, 69.1,6.9,,,,,
8,14,2013, 17,51,CDT, 68.0,9.2,,,,,
8,14,2013, 18,51,CDT, 66.9,8.1,,,,,
8,14,2013, 19,51,CDT, 64.9,5.8,,,,,
8,14,2013, 20,51,CDT, 64.0,6.9,,,,,
8,14,2013, 21,51,CDT, 64.0,4.6,,,,,
8,14,2013, 22,51,CDT, 63.0,4.6,,,,,
8,14,2013, 23,51,CDT, 62.1,3.5,,,,,
8,15,2013, 0,51,CDT, 61.0,3.5,,,,,
8,15,2013, 1,51,CDT, 59.0,5.8,,,,,
8,15,2013, 2,51,CDT, 59.0,5.8,,,,,
8,15,2013, 3,51,CDT, 59.0,5.8,,,,,
8,15,2013, 4,51,CDT, 57.9,4.6,,,,,
8,15,2013, 5,51,CDT, 57.0,5.8,,,,,
8,15,2013, 6,51,CDT, 57.9,5.8,,,,,
8,15,2013, 7,51,CDT, 62.1,8.1,,,,,
8,15,2013, 8,51,CDT, 64.9,10.4,,,,,
8,15,2013, 9,51,CDT, 69.1,8.1,,,,,
8,15,2013, 10,51,CDT, 71.1,8.1,,,,,
8,15,2013, 11,51,CDT, 72.0,8.1,,,,,
8,15,2013, 12,51,CDT, 73.9,6.9,,,,,
8,15,2013, 13,51,CDT, 73.0,9.2,,,,,
8,15,2013, 14,51,CDT, 72.0,6.9,,,,,
8,15,2013, 15,51,CDT, 72.0,3.5,,,,,
8,15,2013, 16,51,CDT, 72.0,3.5,,,,,
8,15,2013, 17,51,CDT, 73.0,6.9,,,,,
8,15,2013, 18,51,CDT, 73.0,0.0,,,,,
8,15,2013, 19,51,CDT, 72.0,3.5,,,,,
8,15,2013, 20,51,CDT, 71.1,3.5,,,,,
8,15,2013, 21,51,CDT, 68.0,0.0,,,,,
8,15,2013, 22,51,CDT, 64.0,0.0,,,,,
8,16,2013, 0,51,CDT, 64.0,0.0,,,,,
8,16,2013, 1,51,CDT, 63.0,0.0,,,,,
8,16,2013, 2,51,CDT, 61.0,0.0,,,,,
8,16,2013, 3,51,CDT, 60.1,0.0,,,,,
8,16,2013, 4,51,CDT, 59.0,3.5,,,,,
8,16,2013, 5,51,CDT, 61.0,0.0,,,,,
8,16,2013, 6,51,CDT, 63.0,0.0,,,,,
8,16,2013, 7,51,CDT, 66.0,3.5,,,,,
8,16,2013, 8,51,CDT, 71.1,4.6,,,,,
8,16,2013, 9,51,CDT, 73.9,3.5,,,,,
8,16,2013, 10,51,CDT, 75.9,8.1,,,,,
8,16,2013, 11,51,CDT, 78.1,9.2,,,,,
8,16,2013, 12,51,CDT, 79.0,8.1,18.4,,,,
8,16,2013, 13,51,CDT, 81.0,11.5,18.4,,,,
8,16,2013, 14,51,CDT, 81.0,11.5,19.6,,,,
8,16,2013, 15,51,CDT, 81.0,16.1,21.9,,,,
8,16,2013, 16,51,CDT, 79.0,12.7,16.1,,,,
8,16,2013, 17,51,CDT, 78.1,9.2,,,,,
8,16,2013, 18,51,CDT, 75.9,9.2,,,,,
8,16,2013, 19,51,CDT, 73.9,8.1,,,,,
8,16,2013, 20,51,CDT, 73.0,5.8,,,,,
8,16,2013, 21,51,CDT, 72.0,4.6,,,,,
8,16,2013, 22,51,CDT, 70.0,4.6,,,,,
8,16,2013, 23,51,CDT, 69.1,3.5,,,,,
8,17,2013, 0,51,CDT, 68.0,3.5,,,,,
8,17,2013, 1,51,CDT, 66.9,3.5,,,,,
8,17,2013, 2,51,CDT, 66.0,0.0,,,,,
8,17,2013, 3,51,CDT, 64.9,0.0,,,,,
8,17,2013, 4,51,CDT, 63.0,0.0,,,,,
8,17,2013, 5,51,CDT, 62.1,0.0,,,,,
8,17,2013, 6,51,CDT, 62.1,0.0,,,,,
8,17,2013, 7,51,CDT, 71.1,4.6,,,,,
8,17,2013, 8,13,CDT, 71.6,4.6,,,,,
8,17,2013, 8,51,CDT, 73.9,6.9,,,,,
8,17,2013, 9,51,CDT, 75.9,6.9,,,,,
8,17,2013, 10,51,CDT, 78.1,10.4,,,,,
8,17,2013, 11,51,CDT, 78.1,6.9,16.1,,,,
8,17,2013, 12,51,CDT, 79.0,8.1,19.6,,,,
8,17,2013, 13,51,CDT, 79.0,11.5,,,,,
8,17,2013, 14,51,CDT, 79.0,10.4,18.4,,,,
8,17,2013, 15,51,CDT, 78.1,9.2,18.4,,,,
8,17,2013, 16,51,CDT, 79.0,12.7,,,,,
8,17,2013, 17,51,CDT, 78.1,8.1,17.3,,,,
8,17,2013, 18,51,CDT, 75.9,10.4,,,,,
8,17,2013, 19,51,CDT, 73.9,11.5,,,,,
8,17,2013, 20,51,CDT, 73.0,6.9,,,,,
8,17,2013, 21,51,CDT, 71.1,5.8,,,,,
8,17,2013, 22,51,CDT, 71.1,4.6,,,,,
8,17,2013, 23,51,CDT, 70.0,6.9,,,,,
8,18,2013, 0,51,CDT, 69.1,5.8,,,,,
8,18,2013, 1,51,CDT, 69.1,4.6,,,,,
8,18,2013, 2,51,CDT, 68.0,4.6,,,,,
8,18,2013, 3,51,CDT, 68.0,0.0,,,,,
8,18,2013, 4,51,CDT, 66.0,0.0,,,,,
8,18,2013, 5,51,CDT, 64.0,0.0,,,,,
8,18,2013, 6,51,CDT, 63.0,0.0,,,,,
8,18,2013, 7,51,CDT, 70.0,0.0,,,,,
8,18,2013, 8,51,CDT, 73.9,0.0,,,,,
8,18,2013, 9,51,CDT, 75.9,3.5,,,,,
8,18,2013, 10,51,CDT, 77.0,8.1,,,,,
8,18,2013, 11,51,CDT, 78.1,6.9,,,,,
8,18,2013, 12,51,CDT, 79.0,8.1,,,,,
8,18,2013, 13,51,CDT, 80.1,9.2,18.4,,,,
8,18,2013, 14,51,CDT, 80.1,10.4,,,,,
8,18,2013, 15,51,CDT, 81.0,6.9,,,,,
8,18,2013, 16,51,CDT, 79.0,9.2,,,,,
8,18,2013, 17,51,CDT, 78.1,6.9,,,,,
8,18,2013, 18,51,CDT, 75.9,9.2,,,,,
8,18,2013, 19,51,CDT, 75.0,6.9,,,,,
8,18,2013, 20,51,CDT, 73.0,6.9,,,,,
8,18,2013, 21,51,CDT, 72.0,4.6,,,,,
8,18,2013, 22,51,CDT, 71.1,4.6,,,,,
8,18,2013, 23,51,CDT, 70.0,4.6,,,,,
8,19,2013, 0,51,CDT, 69.1,0.0,,,,,
8,19,2013, 1,51,CDT, 68.0,0.0,,,,,
8,19,2013, 2,51,CDT, 66.0,0.0,,,,,
8,19,2013, 3,51,CDT, 66.0,0.0,,,,,
8,19,2013, 4,51,CDT, 64.9,0.0,,,,,
8,19,2013, 5,51,CDT, 63.0,0.0,,6,,,
8,19,2013, 6,51,CDT, 64.0,0.0,,,,,
8,19,2013, 7,51,CDT, 70.0,3.5,,,,,
8,19,2013, 8,51,CDT, 73.9,3.5,,,,,
8,19,2013, 9,51,CDT, 78.1,0.0,,,,,
8,19,2013, 10,51,CDT, 80.1,6.9,,,,,
8,19,2013, 11,51,CDT, 82.0,9.2,,,,,
8,19,2013, 12,51,CDT, 82.9,6.9,,,,,
8,19,2013, 13,51,CDT, 84.0,6.9,,,,,
8,19,2013, 14,51,CDT, 84.0,6.9,,,,,
8,19,2013, 15,51,CDT, 82.9,6.9,,,,,
8,19,2013, 17,51,CDT, 84.0,15.0,,,,,
8,19,2013, 18,51,CDT, 81.0,9.2,,,,,
8,19,2013, 19,51,CDT, 80.1,8.1,,,,,
8,19,2013, 20,51,CDT, 78.1,4.6,,,,,
8,19,2013, 21,51,CDT, 75.0,3.5,,,,,
8,19,2013, 22,51,CDT, 77.0,3.5,,,,,
8,19,2013, 23,51,CDT, 73.9,4.6,,,,,
8,20,2013, 0,51,CDT, 73.0,5.8,,,,,
8,20,2013, 1,51,CDT, 72.0,4.6,,,,,
8,20,2013, 2,51,CDT, 71.1,5.8,,,,,
8,20,2013, 3,51,CDT, 70.0,4.6,,,,,
8,20,2013, 4,51,CDT, 70.0,4.6,,,,,
8,20,2013, 5,51,CDT, 69.1,5.8,,,,,
8,20,2013, 6,51,CDT, 69.1,3.5,,,,,
8,20,2013, 7,51,CDT, 73.0,3.5,,,,,
8,20,2013, 8,51,CDT, 78.1,8.1,,,,,
8,20,2013, 9,51,CDT, 81.0,11.5,,,,,
8,20,2013, 10,51,CDT, 81.0,10.4,,,,,
8,20,2013, 11,51,CDT, 82.0,5.8,,,,,
8,20,2013, 12,51,CDT, 84.9,9.2,,,,,
8,20,2013, 13,51,CDT, 84.0,10.4,,,,,
8,20,2013, 14,51,CDT, 87.1,12.7,17.3,,,,
8,20,2013, 15,51,CDT, 87.1,9.2,17.3,,,,
8,20,2013, 16,51,CDT, 88.0,13.8,,,,,
8,20,2013, 17,51,CDT, 87.1,13.8,,,,,
8,20,2013, 18,51,CDT, 84.9,9.2,,,,,
8,20,2013, 19,51,CDT, 82.9,6.9,,,,,
8,20,2013, 20,51,CDT, 82.0,5.8,,,,,
8,20,2013, 21,51,CDT, 80.1,5.8,,,,,
8,20,2013, 22,51,CDT, 78.1,4.6,,,,,
8,20,2013, 23,51,CDT, 75.9,5.8,,,,,
8,21,2013, 0,51,CDT, 75.9,5.8,,,,,
8,21,2013, 1,51,CDT, 73.9,4.6,,,,,
8,21,2013, 2,51,CDT, 73.0,3.5,,,,,
8,21,2013, 3,51,CDT, 72.0,4.6,,,,,
8,21,2013, 4,51,CDT, 71.1,4.6,,,,,
8,21,2013, 5,51,CDT, 70.0,4.6,,,,,
8,21,2013, 6,51,CDT, 70.0,5.8,,,,,
8,21,2013, 7,51,CDT, 73.9,6.9,,,,,
8,21,2013, 8,51,CDT, 77.0,10.4,,,,,
8,21,2013, 9,51,CDT, 82.0,11.5,,,,,
8,21,2013, 10,51,CDT, 84.0,11.5,,,,,
8,21,2013, 11,51,CDT, 87.1,15.0,18.4,,,,
8,21,2013, 12,51,CDT, 90.0,8.1,,,,,
8,21,2013, 13,51,CDT, 90.0,12.7,,,,,
8,21,2013, 14,51,CDT, 90.0,11.5,18.4,,,,
8,21,2013, 15,51,CDT, 90.0,11.5,21.9,,,,
8,21,2013, 16,51,CDT, 90.0,12.7,,,,,
8,21,2013, 17,51,CDT, 89.1,15.0,,,,,
8,21,2013, 18,51,CDT, 87.1,15.0,,,,,
8,21,2013, 19,51,CDT, 84.9,11.5,,,,,
8,21,2013, 20,51,CDT, 82.9,10.4,,,,,
8,21,2013, 21,51,CDT, 82.0,10.4,,,,,
8,21,2013, 22,51,CDT, 78.1,11.5,,13,0.02,,
8,21,2013, 23,00,CDT, 77.0,11.5,,77,0.03,,
8,21,2013, 23,51,CDT, 75.9,3.5,,,0.03,,
8,22,2013, 0,51,CDT, 77.0,8.1,,,,,
8,22,2013, 1,51,CDT, 73.0,12.7,,,,,
8,22,2013, 2,51,CDT, 72.0,8.1,,,0.00,,
8,22,2013, 3,51,CDT, 73.0,4.6,,13,0.00,,
8,22,2013, 4,51,CDT, 73.0,5.8,,,0.02,,
8,22,2013, 5,51,CDT, 73.0,9.2,,,,,
8,22,2013, 6,51,CDT, 73.0,11.5,,,,0.07,
8,22,2013, 7,51,CDT, 73.0,12.7,,,,,
8,22,2013, 8,51,CDT, 72.0,15.0,,13,0.02,,
8,22,2013, 9,51,CDT, 72.0,11.5,,,0.03,,
8,22,2013, 10,51,CDT, 72.0,13.8,,1,0.14,,
8,22,2013, 11,06,CDT, 71.6,21.9,28.8,13,0.00,,
8,22,2013, 11,51,CDT, 71.1,10.4,,13,0.07,,
8,22,2013, 12,51,CDT, 70.0,9.2,,13,0.05,,
8,22,2013, 13,51,CDT, 71.1,10.4,,,0.02,,
8,22,2013, 14,51,CDT, 71.1,9.2,,13,0.01,,
8,22,2013, 15,51,CDT, 72.0,4.6,,,0.00,,
8,22,2013, 16,08,CDT, 71.6,4.6,,,,,
8,22,2013, 16,51,CDT, 73.9,0.0,,,0.00,,
8,22,2013, 17,51,CDT, 73.0,8.1,,,,,
8,22,2013, 18,51,CDT, 73.4,0.0,,,,,
8,22,2013, 20,51,CDT, 72.0,0.0,,,,,
8,22,2013, 21,51,CDT, 70.0,3.5,,,,,
8,22,2013, 22,51,CDT, 70.0,0.0,,,,,
8,22,2013, 23,51,CDT, 70.0,5.8,,,,,
8,23,2013, 0,51,CDT, 66.9,0.0,,,,,
8,23,2013, 1,18,CDT, 66.2,0.0,,31,,,
8,23,2013, 1,51,CDT, 66.0,3.5,,31,,,
8,23,2013, 2,51,CDT, 64.9,3.5,,31,,,
8,23,2013, 3,51,CDT, 66.9,3.5,,,,,
8,23,2013, 4,51,CDT, 64.0,3.5,,,,,
8,23,2013, 5,51,CDT, 64.9,4.6,,,,,
8,23,2013, 6,51,CDT, 68.0,3.5,,,,0.34,
8,23,2013, 7,51,CDT, 72.0,8.1,,,,,
8,23,2013, 8,51,CDT, 73.0,9.2,,,,,
8,23,2013, 9,51,CDT, 73.9,11.5,,,,,
8,23,2013, 10,51,CDT, 75.9,11.5,,,,,
8,23,2013, 11,51,CDT, 78.1,11.5,17.3,,,,
8,23,2013, 12,51,CDT, 80.1,11.5,,,,,
8,23,2013, 13,51,CDT, 81.0,11.5,,,,,
8,23,2013, 14,51,CDT, 80.1,11.5,,,,,
8,23,2013, 15,51,CDT, 80.1,9.2,,,,,
8,23,2013, 16,51,CDT, 79.0,11.5,,,,,
8,23,2013, 17,51,CDT, 78.1,11.5,,,,,
8,23,2013, 18,51,CDT, 75.9,9.2,,,,,
8,23,2013, 19,51,CDT, 73.9,10.4,,,,,
8,23,2013, 20,51,CDT, 73.0,8.1,,,,,
8,23,2013, 21,51,CDT, 70.0,6.9,,,,,
8,23,2013, 22,51,CDT, 71.1,5.8,,,,,
8,23,2013, 23,51,CDT, 70.0,5.8,,,,,
8,24,2013, 0,51,CDT, 69.1,4.6,,,,,
8,24,2013, 1,51,CDT, 68.0,4.6,,,,,
8,24,2013, 2,51,CDT, 68.0,3.5,,,,,
8,24,2013, 3,51,CDT, 66.9,3.5,,,,,
8,24,2013, 4,51,CDT, 64.9,0.0,,,,,
8,24,2013, 5,51,CDT, 64.9,0.0,,,,,
8,24,2013, 6,51,CDT, 66.0,3.5,,,,,
8,24,2013, 7,51,CDT, 69.1,6.9,,,,,
8,24,2013, 8,51,CDT, 72.0,5.8,,,,,
8,24,2013, 9,51,CDT, 77.0,8.1,,,,,
8,24,2013, 10,51,CDT, 80.1,6.9,,,,,
8,24,2013, 11,51,CDT, 82.0,10.4,,,,,
8,24,2013, 12,51,CDT, 82.9,4.6,,,,,
8,24,2013, 13,51,CDT, 82.9,4.6,,,,,
8,24,2013, 14,51,CDT, 84.9,8.1,,,,,
8,24,2013, 15,51,CDT, 86.0,9.2,,,,,
8,24,2013, 16,51,CDT, 86.0,9.2,,,,,
8,24,2013, 17,51,CDT, 84.9,5.8,,,,,
8,24,2013, 18,51,CDT, 82.9,9.2,,,,,
8,24,2013, 19,51,CDT, 81.0,6.9,,,,,
8,24,2013, 20,51,CDT, 79.0,6.9,,,,,
8,24,2013, 21,51,CDT, 77.0,5.8,,,,,
8,24,2013, 22,51,CDT, 75.9,6.9,,,,,
8,24,2013, 23,51,CDT, 73.9,4.6,,,,,
8,25,2013, 0,51,CDT, 73.0,6.9,,,,,
8,25,2013, 1,51,CDT, 72.0,4.6,,,,,
8,25,2013, 2,51,CDT, 71.1,5.8,,,,,
8,25,2013, 3,51,CDT, 69.1,4.6,,,,,
8,25,2013, 4,51,CDT, 69.1,5.8,,,,,
8,25,2013, 5,51,CDT, 68.0,5.8,,,,,
8,25,2013, 6,51,CDT, 68.0,5.8,,,,,
8,25,2013, 7,51,CDT, 72.0,8.1,,,,,
8,25,2013, 8,51,CDT, 75.9,8.1,,,,,
8,25,2013, 9,51,CDT, 80.1,12.7,,,,,
8,25,2013, 10,51,CDT, 82.9,13.8,,,,,
8,25,2013, 11,51,CDT, 86.0,16.1,,,,,
8,25,2013, 12,51,CDT, 87.1,12.7,,,,,
8,25,2013, 13,51,CDT, 88.0,12.7,27.6,,,,
8,25,2013, 14,51,CDT, 89.1,12.7,17.3,,,,
8,25,2013, 15,51,CDT, 89.1,13.8,,,,,
8,25,2013, 16,51,CDT, 88.0,13.8,,,,,
8,25,2013, 17,51,CDT, 87.1,15.0,,,,,
8,25,2013, 18,51,CDT, 84.9,12.7,,,,,
8,25,2013, 19,51,CDT, 82.9,9.2,,,,,
8,25,2013, 20,51,CDT, 82.0,8.1,,,,,
8,25,2013, 21,51,CDT, 80.1,12.7,18.4,,,,
8,25,2013, 22,51,CDT, 78.1,8.1,,,,,
8,25,2013, 23,51,CDT, 77.0,10.4,,,,,
8,26,2013, 0,51,CDT, 75.0,10.4,,,,,
8,26,2013, 1,51,CDT, 73.9,10.4,,,,,
8,26,2013, 2,51,CDT, 73.0,6.9,,,,,
8,26,2013, 3,51,CDT, 73.0,10.4,,,,,
8,26,2013, 4,51,CDT, 70.0,5.8,,,,,
8,26,2013, 5,51,CDT, 70.0,6.9,,,,,
8,26,2013, 6,51,CDT, 71.1,6.9,,,,,
8,26,2013, 7,51,CDT, 73.0,6.9,,,,,
8,26,2013, 8,51,CDT, 75.0,9.2,,,,,
8,26,2013, 9,51,CDT, 80.1,8.1,,,,,
8,26,2013, 10,51,CDT, 82.9,6.9,,,,,
8,26,2013, 11,51,CDT, 86.0,5.8,,,,,
8,26,2013, 12,51,CDT, 88.0,11.5,,,,,
