MON,DAY,YEAR,HR,MIN,TMZN,TMPF,SKNT,GUST,WNUM,P01I,P24I,SNOW
7,1,2013, 3,51,CDT, 63.0,8.1,,,,,
7,1,2013, 4,51,CDT, 62.1,9.2,,,,,
7,1,2013, 5,51,CDT, 62.1,10.4,,,,,
7,1,2013, 6,51,CDT, 64.0,9.2,,,,,
7,1,2013, 7,51,CDT, 66.9,13.8,,,,,
7,1,2013, 8,51,CDT, 70.0,15.0,,,,,
7,1,2013, 9,51,CDT, 71.1,16.1,23.0,,,,
7,1,2013, 10,51,CDT, 72.0,15.0,,,,,
7,1,2013, 11,51,CDT, 73.9,16.1,23.0,,,,
7,1,2013, 12,51,CDT, 73.0,20.7,27.6,,,,
7,1,2013, 13,51,CDT, 73.9,19.6,25.3,,,,
7,1,2013, 14,51,CDT, 75.0,21.9,29.9,,,,
7,1,2013, 15,51,CDT, 73.9,20.7,,,,,
7,1,2013, 16,51,CDT, 73.9,19.6,26.5,,,,
7,1,2013, 17,51,CDT, 73.9,16.1,,,,,
7,1,2013, 18,51,CDT, 73.0,13.8,,,,,
7,1,2013, 19,51,CDT, 70.0,10.4,,,,,
7,1,2013, 20,51,CDT, 69.1,10.4,,,,,
7,1,2013, 21,51,CDT, 66.9,8.1,,,,,
7,1,2013, 22,51,CDT, 69.1,15.0,,,,,
7,1,2013, 23,51,CDT, 66.9,9.2,,,,,
7,2,2013, 0,51,CDT, 66.9,12.7,,,,,
7,2,2013, 1,51,CDT, 66.0,11.5,,,,,
7,2,2013, 2,51,CDT, 64.9,8.1,,,,,
7,2,2013, 3,51,CDT, 64.9,13.8,,,,,
7,2,2013, 4,51,CDT, 64.0,10.4,,,,,
7,2,2013, 5,51,CDT, 64.0,11.5,,,,,
7,2,2013, 7,51,CDT, 64.9,11.5,,,,,
7,2,2013, 9,51,CDT, 66.0,12.7,,,,,
7,2,2013, 10,51,CDT, 66.9,11.5,,,,,
7,2,2013, 11,51,CDT, 64.0,15.0,,13,0.00,,
7,2,2013, 12,51,CDT, 64.0,13.8,,,0.00,,
7,2,2013, 13,30,CDT, 66.2,15.0,,,,,
7,2,2013, 13,51,CDT, 66.0,16.1,,,,,
7,2,2013, 14,51,CDT, 66.9,16.1,,,,,
7,2,2013, 15,51,CDT, 66.0,15.0,20.7,,,,
7,2,2013, 16,51,CDT, 64.9,16.1,,,,,
7,2,2013, 17,10,CDT, 64.4,18.4,,,,,
7,2,2013, 17,27,CDT, 64.4,12.7,,,,,
7,2,2013, 17,51,CDT, 64.9,17.3,,,,,
7,2,2013, 18,51,CDT, 64.9,16.1,,,,,
7,2,2013, 19,51,CDT, 63.0,13.8,,,,,
7,2,2013, 20,51,CDT, 62.1,12.7,,,,,
7,2,2013, 21,51,CDT, 62.1,10.4,,,,,
7,2,2013, 22,51,CDT, 62.1,6.9,,,,,
7,2,2013, 23,23,CDT, 62.6,6.9,,,,,
7,2,2013, 23,51,CDT, 62.1,5.8,,,,,
7,3,2013, 0,51,CDT, 62.1,6.9,,,,,
7,3,2013, 1,51,CDT, 62.1,8.1,,,,,
7,3,2013, 2,51,CDT, 62.1,5.8,,,,,
7,3,2013, 3,51,CDT, 62.1,6.9,,,,,
7,3,2013, 4,51,CDT, 62.1,5.8,,,,,
7,3,2013, 5,51,CDT, 63.0,4.6,,,,,
7,3,2013, 6,19,CDT, 62.6,4.6,,,,,
7,3,2013, 6,51,CDT, 63.0,4.6,,,,,
7,3,2013, 7,51,CDT, 64.0,3.5,,,0.00,,
7,3,2013, 8,51,CDT, 66.0,3.5,,,,,
7,3,2013, 9,51,CDT, 66.9,0.0,,,,,
7,3,2013, 10,51,CDT, 66.9,0.0,,,,,
7,3,2013, 11,51,CDT, 68.0,0.0,,,,,
7,3,2013, 12,51,CDT, 70.0,3.5,,,,,
7,3,2013, 13,51,CDT, 71.1,0.0,,,,,
7,3,2013, 14,51,CDT, 71.1,4.6,,,,,
7,3,2013, 15,36,CDT, 69.8,5.8,,77,0.01,,
7,3,2013, 15,51,CDT, 69.1,8.1,,77,0.02,,
7,3,2013, 16,00,CDT, 69.8,6.9,,13,0.00,,
7,3,2013, 16,51,CDT, 66.9,5.8,,13,0.04,,
7,3,2013, 17,51,CDT, 66.9,5.8,,,0.01,,
7,3,2013, 18,51,CDT, 69.1,0.0,,,,,
7,3,2013, 19,51,CDT, 69.1,8.1,,,,,
7,3,2013, 20,51,CDT, 69.1,5.8,,,,,
7,3,2013, 21,41,CDT, 68.0,5.8,,,,,
7,3,2013, 21,51,CDT, 68.0,4.6,,,,,
7,3,2013, 22,51,CDT, 66.0,3.5,,,,,
7,3,2013, 23,51,CDT, 66.0,4.6,,,,,
7,4,2013, 0,51,CDT, 64.0,4.6,,,,,
7,4,2013, 1,51,CDT, 63.0,3.5,,,,,
7,4,2013, 2,51,CDT, 63.0,3.5,,,,,
7,4,2013, 3,51,CDT, 62.1,3.5,,31,,,
7,4,2013, 4,51,CDT, 62.1,4.6,,31,,,
7,4,2013, 5,51,CDT, 61.0,3.5,,31,,,
7,4,2013, 6,51,CDT, 63.0,3.5,,6,,0.07,
7,4,2013, 7,51,CDT, 66.9,5.8,,,,,
7,4,2013, 8,51,CDT, 72.0,6.9,,,,,
7,4,2013, 9,51,CDT, 75.0,5.8,,,,,
7,4,2013, 10,51,CDT, 78.1,9.2,,,,,
7,4,2013, 11,51,CDT, 79.0,5.8,,,,,
7,4,2013, 12,51,CDT, 80.1,9.2,17.3,,,,
7,4,2013, 13,51,CDT, 82.9,10.4,16.1,,,,
7,4,2013, 14,51,CDT, 82.0,12.7,21.9,,,,
7,4,2013, 15,51,CDT, 81.0,13.8,18.4,,,,
7,4,2013, 16,51,CDT, 81.0,13.8,,,,,
7,4,2013, 17,51,CDT, 81.0,16.1,19.6,,,,
7,4,2013, 18,51,CDT, 80.1,9.2,,,,,
7,4,2013, 19,51,CDT, 78.1,11.5,21.9,,,,
7,4,2013, 20,51,CDT, 75.9,9.2,,,,,
7,4,2013, 21,51,CDT, 75.0,6.9,,,,,
7,4,2013, 22,51,CDT, 73.0,5.8,,6,,,
7,4,2013, 23,51,CDT, 72.0,6.9,,6,,,
7,5,2013, 0,51,CDT, 71.1,3.5,,,,,
7,5,2013, 1,51,CDT, 69.1,3.5,,,,,
7,5,2013, 2,51,CDT, 69.1,4.6,,,,,
7,5,2013, 3,51,CDT, 66.0,0.0,,,,,
7,5,2013, 4,51,CDT, 66.0,5.8,,,,,
7,5,2013, 5,51,CDT, 64.9,4.6,,,,,
7,5,2013, 6,51,CDT, 66.9,4.6,,,,,
7,5,2013, 7,51,CDT, 71.1,6.9,,,,,
7,5,2013, 8,51,CDT, 73.9,10.4,,,,,
7,5,2013, 9,51,CDT, 77.0,5.8,,,,,
7,5,2013, 10,51,CDT, 80.1,3.5,,,,,
7,5,2013, 11,51,CDT, 82.9,0.0,,,,,
7,5,2013, 12,51,CDT, 84.0,5.8,,,,,
7,5,2013, 13,51,CDT, 84.0,3.5,17.3,,,,
7,5,2013, 14,51,CDT, 84.0,9.2,,,,,
7,5,2013, 15,51,CDT, 86.0,6.9,,,,,
7,5,2013, 16,51,CDT, 86.0,10.4,17.3,,,,
7,5,2013, 17,51,CDT, 84.0,6.9,,,,,
7,5,2013, 18,51,CDT, 82.0,12.7,,,,,
7,5,2013, 19,51,CDT, 81.0,8.1,,,,,
7,5,2013, 20,51,CDT, 80.1,9.2,,,,,
7,5,2013, 21,51,CDT, 78.1,6.9,,,,,
7,5,2013, 22,51,CDT, 77.0,3.5,,,,,
7,5,2013, 23,51,CDT, 75.9,4.6,,,,,
7,6,2013, 0,51,CDT, 75.0,5.8,,,,,
7,6,2013, 1,51,CDT, 73.9,4.6,,,,,
7,6,2013, 2,51,CDT, 73.0,4.6,,,,,
7,6,2013, 3,51,CDT, 72.0,0.0,,,,,
7,6,2013, 4,51,CDT, 71.1,3.5,,,,,
7,6,2013, 5,51,CDT, 71.1,4.6,,,,,
7,6,2013, 6,51,CDT, 71.1,3.5,,,,,
7,6,2013, 7,51,CDT, 73.9,3.5,,,,,
7,6,2013, 8,51,CDT, 77.0,3.5,,,,,
7,6,2013, 9,51,CDT, 78.1,0.0,,,,,
7,6,2013, 10,51,CDT, 80.1,0.0,,,,,
7,6,2013, 11,51,CDT, 82.0,5.8,,,,,
7,6,2013, 12,51,CDT, 82.0,10.4,,,,,
7,6,2013, 13,51,CDT, 81.0,10.4,,,,,
7,6,2013, 14,51,CDT, 80.1,8.1,,,,,
7,6,2013, 15,51,CDT, 80.1,8.1,,,,,
7,6,2013, 16,51,CDT, 81.0,6.9,,,,,
7,6,2013, 17,51,CDT, 80.1,9.2,,,,,
7,6,2013, 18,51,CDT, 79.0,9.2,,,,,
7,6,2013, 19,51,CDT, 79.0,6.9,,,,,
7,6,2013, 20,51,CDT, 77.0,9.2,,,,,
7,6,2013, 21,51,CDT, 75.9,8.1,,,,,
7,6,2013, 22,51,CDT, 75.9,5.8,,,,,
7,6,2013, 23,51,CDT, 73.9,9.2,,,,,
7,7,2013, 0,51,CDT, 73.9,6.9,,,,,
7,7,2013, 1,51,CDT, 73.0,6.9,,,,,
7,7,2013, 2,51,CDT, 72.0,8.1,,,,,
7,7,2013, 3,51,CDT, 71.1,6.9,,,,,
7,7,2013, 4,51,CDT, 70.0,8.1,,,,,
7,7,2013, 5,51,CDT, 70.0,6.9,,,,,
7,7,2013, 6,51,CDT, 71.1,5.8,,,,,
7,7,2013, 7,51,CDT, 73.0,8.1,,,,,
7,7,2013, 8,51,CDT, 75.9,6.9,,,,,
7,7,2013, 9,51,CDT, 78.1,6.9,,,,,
7,7,2013, 10,51,CDT, 80.1,6.9,,,,,
7,7,2013, 11,51,CDT, 82.9,5.8,,,,,
7,7,2013, 12,51,CDT, 84.9,8.1,18.4,,,,
7,7,2013, 13,51,CDT, 86.0,9.2,,,,,
7,7,2013, 14,51,CDT, 88.0,9.2,,,,,
7,7,2013, 15,51,CDT, 88.0,11.5,20.7,,,,
7,7,2013, 16,51,CDT, 86.0,13.8,19.6,,,,
7,7,2013, 17,51,CDT, 86.0,11.5,,,,,
7,7,2013, 18,51,CDT, 86.0,11.5,,,,,
7,7,2013, 19,51,CDT, 86.0,8.1,,,,,
7,7,2013, 20,51,CDT, 84.9,6.9,,,,,
7,7,2013, 21,51,CDT, 82.9,8.1,,,,,
7,7,2013, 22,51,CDT, 82.0,6.9,,,,,
7,7,2013, 23,51,CDT, 80.1,8.1,,,,,
7,8,2013, 0,51,CDT, 79.0,8.1,,,,,
7,8,2013, 1,51,CDT, 79.0,10.4,,,,,
7,8,2013, 2,51,CDT, 78.1,9.2,,,,,
7,8,2013, 3,51,CDT, 77.0,8.1,,,,,
7,8,2013, 4,51,CDT, 75.9,9.2,,,,,
7,8,2013, 5,51,CDT, 75.9,6.9,,,,,
7,8,2013, 6,51,CDT, 77.0,10.4,,,,,
7,8,2013, 7,51,CDT, 77.0,12.7,,13,0.00,,
7,8,2013, 8,51,CDT, 73.9,12.7,23.0,13,0.01,,
7,8,2013, 9,46,CDT, 73.4,10.4,,1,0.03,,
7,8,2013, 9,49,CDT, 71.6,9.2,,2558,0.07,,
7,8,2013, 9,51,CDT, 72.0,9.2,,2558,0.10,,
7,8,2013, 9,59,CDT, 71.6,0.0,,2493,0.08,,
7,8,2013, 10,40,CDT, 71.6,9.2,,2558,0.33,,
7,8,2013, 10,51,CDT, 71.1,6.9,,2493,0.41,,
7,8,2013, 11,03,CDT, 71.6,12.7,,2557,0.07,,
7,8,2013, 11,42,CDT, 71.6,10.4,,13,0.20,,
7,8,2013, 11,51,CDT, 72.0,9.2,20.7,13,0.20,,
7,8,2013, 12,22,CDT, 71.6,11.5,,77,0.02,,
7,8,2013, 12,48,CDT, 71.6,12.7,,13,0.07,,
7,8,2013, 12,51,CDT, 72.0,11.5,,13,0.08,,
7,8,2013, 13,51,CDT, 78.1,13.8,21.9,,0.04,,
7,8,2013, 14,51,CDT, 82.9,17.3,25.3,,,,
7,8,2013, 15,51,CDT, 86.0,17.3,24.2,,,,
7,8,2013, 16,51,CDT, 87.1,13.8,21.9,,,,
7,8,2013, 17,51,CDT, 84.9,12.7,,13,0.00,,
7,8,2013, 18,51,CDT, 86.0,15.0,,,0.00,,
7,8,2013, 19,51,CDT, 84.9,10.4,,,,,
7,8,2013, 20,51,CDT, 82.9,11.5,,,,,
7,8,2013, 21,51,CDT, 81.0,8.1,,,,,
7,8,2013, 22,51,CDT, 80.1,4.6,,,,,
7,8,2013, 23,51,CDT, 80.1,8.1,,,,,
7,9,2013, 0,51,CDT, 79.0,3.5,,,,,
7,9,2013, 1,51,CDT, 78.1,3.5,,,,,
7,9,2013, 2,51,CDT, 77.0,4.6,,,,,
7,9,2013, 3,51,CDT, 75.9,4.6,,31,,,
7,9,2013, 4,51,CDT, 75.0,4.6,,31,,,
7,9,2013, 5,51,CDT, 75.9,5.8,,6,,,
7,9,2013, 6,51,CDT, 77.0,4.6,,,,0.84,
7,9,2013, 7,51,CDT, 80.1,8.1,,,,,
7,9,2013, 8,51,CDT, 82.0,11.5,,,,,
7,9,2013, 9,51,CDT, 82.0,5.8,,,,,
7,9,2013, 10,51,CDT, 84.9,13.8,,,,,
7,9,2013, 11,51,CDT, 82.9,19.6,27.6,,,,
7,9,2013, 12,51,CDT, 81.0,16.1,21.9,,,,
7,9,2013, 13,51,CDT, 79.0,9.2,,13,0.00,,
7,9,2013, 14,51,CDT, 81.0,9.2,,,0.00,,
7,9,2013, 15,51,CDT, 81.0,11.5,,13,0.01,,
7,9,2013, 16,51,CDT, 82.9,12.7,,,0.00,,
7,9,2013, 17,51,CDT, 84.0,12.7,,,,,
7,9,2013, 18,51,CDT, 84.9,13.8,,,,,
7,9,2013, 19,51,CDT, 84.0,11.5,,,,,
7,9,2013, 20,51,CDT, 82.9,11.5,18.4,,,,
7,9,2013, 21,51,CDT, 82.0,8.1,,,,,
7,9,2013, 22,51,CDT, 81.0,9.2,,,,,
7,9,2013, 23,51,CDT, 80.1,5.8,,,,,
7,10,2013, 0,51,CDT, 80.1,6.9,,,,,
7,10,2013, 1,51,CDT, 79.0,5.8,,,,,
7,10,2013, 2,51,CDT, 78.1,5.8,,,,,
7,10,2013, 3,51,CDT, 78.1,4.6,,,,,
7,10,2013, 4,51,CDT, 77.0,5.8,,,,,
7,10,2013, 5,51,CDT, 77.0,5.8,,,,,
7,10,2013, 6,51,CDT, 79.0,3.5,,,,0.01,
7,10,2013, 7,51,CDT, 81.0,5.8,,,,,
7,10,2013, 8,51,CDT, 82.9,10.4,,,,,
7,10,2013, 9,51,CDT, 82.9,10.4,,,,,
7,10,2013, 10,51,CDT, 84.9,8.1,,,,,
7,10,2013, 11,51,CDT, 84.9,6.9,,,,,
7,10,2013, 12,51,CDT, 87.1,12.7,18.4,,,,
7,10,2013, 13,51,CDT, 84.0,11.5,,,,,
7,10,2013, 14,51,CDT, 80.1,13.8,,,,,
7,10,2013, 15,51,CDT, 77.0,13.8,,,,,
7,10,2013, 16,51,CDT, 77.0,11.5,,,,,
7,10,2013, 17,51,CDT, 78.1,11.5,,,,,
7,10,2013, 18,51,CDT, 75.0,10.4,,,,,
7,10,2013, 19,51,CDT, 73.0,9.2,,,,,
7,10,2013, 20,51,CDT, 72.0,8.1,,,,,
7,10,2013, 21,51,CDT, 71.1,6.9,,,,,
7,10,2013, 22,51,CDT, 70.0,5.8,,,,,
7,10,2013, 23,51,CDT, 69.1,3.5,,,,,
7,11,2013, 0,51,CDT, 68.0,0.0,,,,,
7,11,2013, 1,51,CDT, 66.9,3.5,,,,,
7,11,2013, 2,51,CDT, 66.0,3.5,,,,,
7,11,2013, 3,51,CDT, 66.0,3.5,,,,,
7,11,2013, 4,51,CDT, 64.0,3.5,,,,,
7,11,2013, 5,51,CDT, 64.0,0.0,,,,,
7,11,2013, 6,51,CDT, 68.0,5.8,,,,,
7,11,2013, 7,51,CDT, 71.1,8.1,,,,,
7,11,2013, 8,51,CDT, 73.9,6.9,,,,,
7,11,2013, 9,51,CDT, 75.9,11.5,,,,,
7,11,2013, 10,51,CDT, 75.9,9.2,,,,,
7,11,2013, 11,51,CDT, 77.0,11.5,17.3,,,,
7,11,2013, 12,51,CDT, 79.0,11.5,16.1,,,,
7,11,2013, 13,51,CDT, 78.1,12.7,18.4,,,,
7,11,2013, 14,51,CDT, 80.1,12.7,,,,,
7,11,2013, 15,51,CDT, 80.1,11.5,,,,,
7,11,2013, 16,51,CDT, 79.0,12.7,,,,,
7,11,2013, 17,51,CDT, 78.1,9.2,,,,,
7,11,2013, 18,51,CDT, 77.0,6.9,,,,,
7,11,2013, 19,51,CDT, 73.9,10.4,,,,,
7,11,2013, 20,51,CDT, 71.1,6.9,,,,,
7,11,2013, 21,51,CDT, 72.0,6.9,,,,,
7,11,2013, 22,51,CDT, 70.0,5.8,,,,,
7,11,2013, 23,51,CDT, 69.1,6.9,,,,,
7,12,2013, 0,51,CDT, 68.0,0.0,,,,,
7,12,2013, 1,51,CDT, 66.9,3.5,,,,,
7,12,2013, 2,51,CDT, 64.0,3.5,,,,,
7,12,2013, 3,51,CDT, 62.1,4.6,,,,,
7,12,2013, 4,51,CDT, 61.0,3.5,,,,,
7,12,2013, 5,51,CDT, 60.1,0.0,,,,,
7,12,2013, 6,51,CDT, 64.9,0.0,,,,,
7,12,2013, 7,51,CDT, 69.1,4.6,,,,,
7,12,2013, 8,51,CDT, 73.9,0.0,,,,,
7,12,2013, 9,51,CDT, 75.9,0.0,,,,,
7,12,2013, 10,51,CDT, 79.0,3.5,,,,,
7,12,2013, 11,51,CDT, 80.1,0.0,,,,,
7,12,2013, 12,51,CDT, 82.0,6.9,,,,,
7,12,2013, 13,51,CDT, 81.0,6.9,,,,,
7,12,2013, 14,51,CDT, 81.0,11.5,17.3,,,,
7,12,2013, 15,51,CDT, 80.1,10.4,,,,,
7,12,2013, 16,51,CDT, 80.1,10.4,,,,,
7,12,2013, 17,51,CDT, 79.0,11.5,,,,,
7,12,2013, 18,51,CDT, 77.0,9.2,,,,,
7,12,2013, 19,51,CDT, 75.9,6.9,,,,,
7,12,2013, 20,51,CDT, 73.9,6.9,,,,,
7,12,2013, 21,51,CDT, 73.0,8.1,,,,,
7,12,2013, 22,51,CDT, 72.0,6.9,,,,,
7,12,2013, 23,51,CDT, 71.1,5.8,,,,,
7,13,2013, 0,51,CDT, 70.0,4.6,,,,,
7,13,2013, 1,51,CDT, 69.1,3.5,,,,,
7,13,2013, 2,51,CDT, 69.1,0.0,,,,,
7,13,2013, 3,51,CDT, 69.1,4.6,,,,,
7,13,2013, 4,51,CDT, 68.0,3.5,,,,,
7,13,2013, 5,51,CDT, 66.9,5.8,,,,,
7,13,2013, 6,51,CDT, 70.0,0.0,,,,,
7,13,2013, 7,51,CDT, 73.0,4.6,,,,,
7,13,2013, 8,51,CDT, 75.9,8.1,,,,,
7,13,2013, 9,51,CDT, 78.1,8.1,,,,,
7,13,2013, 10,51,CDT, 79.0,0.0,,,,,
7,13,2013, 11,51,CDT, 82.0,10.4,,,,,
7,13,2013, 12,51,CDT, 82.0,5.8,,,,,
7,13,2013, 13,51,CDT, 81.0,12.7,,,,,
7,13,2013, 14,51,CDT, 81.0,11.5,,,,,
7,13,2013, 15,51,CDT, 82.0,10.4,,,,,
7,13,2013, 16,51,CDT, 82.0,12.7,,,,,
7,13,2013, 17,51,CDT, 81.0,9.2,,,,,
7,13,2013, 18,51,CDT, 80.1,10.4,,,,,
7,13,2013, 19,51,CDT, 79.0,9.2,,,,,
7,13,2013, 20,51,CDT, 75.9,11.5,,,,,
7,13,2013, 21,51,CDT, 75.0,9.2,,,,,
7,13,2013, 22,51,CDT, 73.9,8.1,,,,,
7,13,2013, 23,51,CDT, 73.9,5.8,,,,,
7,14,2013, 0,51,CDT, 73.9,5.8,,,,,
7,14,2013, 1,51,CDT, 75.0,8.1,,,,,
7,14,2013, 2,51,CDT, 75.0,10.4,,,,,
7,14,2013, 3,51,CDT, 73.9,9.2,,,,,
7,14,2013, 4,51,CDT, 73.0,8.1,,,,,
7,14,2013, 5,51,CDT, 73.0,8.1,,,,,
7,14,2013, 6,51,CDT, 73.0,12.7,,,,,
7,14,2013, 7,51,CDT, 75.0,10.4,,,,,
7,14,2013, 8,51,CDT, 77.0,9.2,,,,,
7,14,2013, 9,51,CDT, 79.0,8.1,,,,,
7,14,2013, 10,51,CDT, 82.0,0.0,,,,,
7,14,2013, 11,51,CDT, 84.9,5.8,,,,,
7,14,2013, 12,51,CDT, 86.0,10.4,,,,,
7,14,2013, 13,51,CDT, 86.0,11.5,,,,,
7,14,2013, 14,51,CDT, 86.0,13.8,,,,,
7,14,2013, 15,51,CDT, 87.1,11.5,17.3,,,,
7,14,2013, 16,51,CDT, 86.0,9.2,,,,,
7,14,2013, 17,51,CDT, 86.0,9.2,,,,,
7,14,2013, 18,51,CDT, 84.0,10.4,,,,,
7,14,2013, 19,51,CDT, 82.0,8.1,,,,,
7,14,2013, 20,51,CDT, 80.1,6.9,,,,,
7,14,2013, 21,51,CDT, 79.0,6.9,,,,,
7,14,2013, 22,51,CDT, 78.1,5.8,,,,,
7,14,2013, 23,51,CDT, 77.0,5.8,,,,,
7,15,2013, 0,51,CDT, 75.9,4.6,,,,,
7,15,2013, 1,51,CDT, 77.0,4.6,,,,,
7,15,2013, 2,51,CDT, 75.9,3.5,,,,,
7,15,2013, 3,51,CDT, 75.9,3.5,,,,,
7,15,2013, 4,51,CDT, 75.0,4.6,,,,,
7,15,2013, 5,51,CDT, 75.9,3.5,,,,,
7,15,2013, 6,51,CDT, 78.1,0.0,,,,,
7,15,2013, 7,51,CDT, 81.0,3.5,,,,,
7,15,2013, 8,51,CDT, 84.0,3.5,,,,,
7,15,2013, 9,51,CDT, 88.0,5.8,,,,,
7,15,2013, 10,51,CDT, 88.0,0.0,,,,,
7,15,2013, 11,51,CDT, 89.1,11.5,,,,,
7,15,2013, 12,51,CDT, 84.9,16.1,21.9,13,0.00,,
7,15,2013, 13,51,CDT, 82.0,8.1,,13,0.00,,
7,15,2013, 14,51,CDT, 86.0,9.2,,,0.00,,
7,15,2013, 15,51,CDT, 87.1,9.2,,,0.01,,
7,15,2013, 16,51,CDT, 87.1,10.4,,,,,
7,15,2013, 17,51,CDT, 86.0,9.2,,,0.01,,
7,15,2013, 18,51,CDT, 84.0,10.4,,,,,
7,15,2013, 19,51,CDT, 84.0,9.2,,,,,
7,15,2013, 20,51,CDT, 82.0,6.9,,,,,
7,15,2013, 21,51,CDT, 82.0,8.1,,,,,
7,15,2013, 22,51,CDT, 81.0,0.0,,,,,
7,15,2013, 23,51,CDT, 82.0,4.6,,,,,
7,16,2013, 0,51,CDT, 81.0,4.6,,,,,
7,16,2013, 1,51,CDT, 79.0,3.5,,,,,
7,16,2013, 2,51,CDT, 79.0,3.5,,,,,
7,16,2013, 3,51,CDT, 78.1,3.5,,,,,
7,16,2013, 4,51,CDT, 78.1,4.6,,,,,
7,16,2013, 5,51,CDT, 77.0,4.6,,,0.01,,
7,16,2013, 6,51,CDT, 78.1,5.8,,,,0.03,
7,16,2013, 7,51,CDT, 81.0,6.9,,,,,
7,16,2013, 8,51,CDT, 82.9,6.9,,,,,
7,16,2013, 9,51,CDT, 84.9,6.9,,,,,
7,16,2013, 10,51,CDT, 87.1,8.1,,,,,
7,16,2013, 11,51,CDT, 89.1,8.1,,,,,
7,16,2013, 12,51,CDT, 89.1,6.9,,,,,
7,16,2013, 13,51,CDT, 91.0,12.7,,,,,
7,16,2013, 14,51,CDT, 91.9,11.5,18.4,,,,
7,16,2013, 15,51,CDT, 91.9,12.7,,,,,
7,16,2013, 16,51,CDT, 91.9,12.7,,,,,
7,16,2013, 17,51,CDT, 91.0,6.9,16.1,,,,
7,16,2013, 18,51,CDT, 90.0,8.1,,,,,
7,16,2013, 19,51,CDT, 89.1,9.2,,,,,
7,16,2013, 20,51,CDT, 87.1,8.1,,,,,
7,16,2013, 21,51,CDT, 86.0,6.9,,,,,
7,16,2013, 22,51,CDT, 84.9,5.8,,,,,
7,16,2013, 23,51,CDT, 82.9,5.8,,,,,
7,17,2013, 0,51,CDT, 81.0,6.9,,,,,
7,17,2013, 1,51,CDT, 80.1,6.9,,,,,
7,17,2013, 2,51,CDT, 79.0,5.8,,,,,
7,17,2013, 3,51,CDT, 79.0,5.8,,,,,
7,17,2013, 4,51,CDT, 78.1,5.8,,,,,
7,17,2013, 5,51,CDT, 78.1,4.6,,,,,
7,17,2013, 6,51,CDT, 79.0,6.9,,,,,
7,17,2013, 7,51,CDT, 82.0,4.6,,,,,
7,17,2013, 8,51,CDT, 86.0,6.9,,,,,
7,17,2013, 9,51,CDT, 87.1,4.6,,,,,
7,17,2013, 10,51,CDT, 90.0,6.9,,,,,
7,17,2013, 11,51,CDT, 90.0,4.6,,,,,
7,17,2013, 12,51,CDT, 91.9,6.9,,,,,
7,17,2013, 13,51,CDT, 93.9,9.2,,,,,
7,17,2013, 14,51,CDT, 91.9,8.1,,,,,
7,17,2013, 15,51,CDT, 93.0,11.5,,,,,
7,17,2013, 16,51,CDT, 93.0,11.5,20.7,,,,
7,17,2013, 17,51,CDT, 93.0,11.5,,,,,
7,17,2013, 18,51,CDT, 91.0,15.0,,,,,
7,17,2013, 19,51,CDT, 90.0,6.9,,,,,
7,17,2013, 20,51,CDT, 89.1,8.1,,,,,
7,17,2013, 21,51,CDT, 86.0,4.6,,,,,
7,17,2013, 22,51,CDT, 84.9,3.5,,,,,
7,18,2013, 4,51,CDT, 80.1,4.6,,,,,
7,18,2013, 5,51,CDT, 79.0,3.5,,,,,
7,18,2013, 6,51,CDT, 81.0,4.6,,,,,
7,18,2013, 7,51,CDT, 84.0,4.6,,,,,
7,18,2013, 8,51,CDT, 88.0,6.9,,,,,
7,18,2013, 9,51,CDT, 90.0,9.2,,,,,
7,18,2013, 10,51,CDT, 91.0,10.4,,,,,
7,18,2013, 11,51,CDT, 91.9,9.2,,,,,
7,18,2013, 12,51,CDT, 93.0,11.5,20.7,,,,
7,18,2013, 13,51,CDT, 95.0,15.0,20.7,,,,
7,18,2013, 14,51,CDT, 95.0,16.1,21.9,,,,
7,18,2013, 15,51,CDT, 95.0,15.0,20.7,,,,
7,18,2013, 16,51,CDT, 93.9,15.0,20.7,,,,
7,18,2013, 17,29,CDT, 91.4,11.5,,5,,,
7,18,2013, 17,51,CDT, 88.0,18.4,28.8,5,,,
7,18,2013, 18,09,CDT, 84.2,10.4,,,,,
7,18,2013, 18,51,CDT, 87.1,10.4,,,,,
7,18,2013, 19,51,CDT, 87.1,8.1,,,,,
7,18,2013, 20,51,CDT, 86.0,8.1,,,,,
7,18,2013, 21,51,CDT, 86.0,9.2,19.6,,,,
7,18,2013, 22,51,CDT, 84.9,10.4,,,,,
7,18,2013, 23,51,CDT, 84.0,9.2,,,,,
7,19,2013, 0,51,CDT, 82.0,9.2,,,,,
7,19,2013, 1,51,CDT, 82.0,9.2,,,,,
7,19,2013, 2,51,CDT, 81.0,8.1,,,,,
7,19,2013, 3,51,CDT, 81.0,9.2,,,,,
7,19,2013, 4,51,CDT, 81.0,11.5,,,,,
7,19,2013, 5,51,CDT, 80.1,6.9,,,,,
7,19,2013, 6,51,CDT, 81.0,10.4,,,,,
7,19,2013, 7,51,CDT, 82.9,12.7,,,,,
7,19,2013, 8,51,CDT, 86.0,16.1,23.0,,,,
7,19,2013, 9,51,CDT, 89.1,15.0,21.9,,,,
7,19,2013, 10,51,CDT, 91.0,17.3,26.5,,,,
7,19,2013, 11,51,CDT, 93.9,19.6,28.8,,,,
7,19,2013, 12,51,CDT, 95.0,13.8,27.6,,,,
7,19,2013, 13,51,CDT, 96.1,18.4,27.6,,,,
